,accx,accy,accz
8191,16.86199,13.947236,2.7240696;
8192,-1.879608,9.043911,4.140586;
8193,8.240311,0.84446156,1.334794;
8194,4.2086873,10.228881,1.1168685;
8195,-7.6546354,-0.5720546,-0.38136974;
8196,1.6889231,0.7218784,-3.8273177;
8197,7.5456724,11.223166,4.099725;
8198,9.425281,3.2961242,2.6423476;
8199,4.4810944,15.704261,-3.9090397;
8200,-7.9270425,19.57244,3.336985;
8201,15.6634,15.5135765,3.990762;
8202,2.1792557,13.988097,-2.7921712;
8203,15.132206,18.428331,-1.4165162;
8204,-3.2961242,10.269742,2.7649305;
8205,9.615966,-0.6946377,0.38136974;
8206,2.7649305,5.7886477,2.3699405;
8207,4.9850473,4.862464,3.5957718;
8208,-4.8216033,0.95342433,5.7477865;
8209,4.4810944,11.795221,0.53119355;
8210,5.7886477,12.912089,6.0474343;
8211,8.499097,1.8387469,1.7978859;
8212,3.486809,14.601013,-2.5606253;
8213,-7.4639506,19.57244,1.7978859;
8214,11.182305,17.120777,0.313268;
8215,0.50395286,14.09706,-2.9556155;
8216,12.980191,13.375181,2.7921712;
8217,6.238119,5.09401,4.0588636;
8218,0.040861044,11.34575,-0.6537767;
8219,-5.09401,19.57244,0.46309182;
8220,4.630918,1.334794,3.173541;
8221,-4.671779,13.715691,-3.6774938;
8222,7.1234417,3.486809,-5.284695;
8223,4.2086873,5.829509,6.0474343;
8224,3.1054392,13.906375,-5.053149;
8225,-10.106298,19.57244,6.0474343;
8226,0.38136974,-0.5720546,2.6014864;
8227,-5.434519,4.0588636,3.0645783;
8228,6.5922484,-0.23154591,-1.9885708;
8229,3.990762,11.75436,3.718355;
8230,11.073342,4.372132,2.5606253;
8231,5.434519,-0.3405087,2.8738933;
8232,-6.851035,19.57244,3.5957718;
8233,14.137921,18.305748,3.0645783;
8234,-3.405087,-1.9885708,-0.040861044;
8235,8.662541,15.173067,-3.0237172;
8236,-5.6252036,9.956474,2.7649305;
8237,10.61025,2.982856,2.7921712;
8238,-6.1700177,-8.471856,-8.049625;
8239,3.1463003,12.912089,4.399372;
8240,6.0474343,11.645397,-4.099725;
8241,-5.597963,12.108489,3.336985;
8242,4.903325,1.0760075,4.3312707;
8243,6.1700177,14.982383,-2.9556155;
8244,15.472715,17.079916,3.0237172;
8245,6.0201936,-0.5720546,-3.0645783;
8246,2.5333846,10.923519,5.012288;
8247,9.997335,2.2609777,0.8036005;
8248,4.630918,3.445948,3.405087;
8249,-6.0201936,19.57244,4.140586;
8250,-4.440233,-4.7126403,-0.53119355;
8251,-2.4516625,10.228881,8.662541;
8252,3.1054392,1.4165162,-4.372132;
8253,-4.2904096,12.4489975,4.944186;
8254,8.308413,-0.9125633,0.84446156;
8255,-10.691973,19.57244,-1.1849703;
8256,10.337844,19.531578,1.1849703;
8257,-0.040861044,0.6946377,0.9942854;
8258,3.214402,2.1792557,-4.3312707;
8259,0.6946377,11.536434,5.175732;
8260,11.985906,1.56634,0.14982383;
8261,-7.9270425,-5.8976107,-4.4810944;
8262,0.19068487,17.733692,4.3312707;
8263,7.6273947,15.023244,-2.7513103;
8264,10.800936,10.310603,2.4925237;
8265,4.0180025,5.053149,4.2904096;
8266,6.0882955,1.2258313,4.099725;
8267,-7.8861814,19.57244,-1.4573772;
8268,10.038197,18.891422,1.3756552;
8269,6.4015636,7.504812,2.6832085;
8270,4.2904096,16.208214,9.697687;
8271,3.255263,6.4015636,-3.9771416;
8272,-4.2086873,12.912089,4.5628166;
8273,10.18802,-1.4573772,1.2258313;
8274,13.824653,18.237646,2.3426998;
8275,-1.6889231,12.217452,10.119919;
8276,-0.29964766,-2.1111538,-6.428804;
8277,-0.0,11.114203,5.407278;
8278,7.8180795,1.0760075,1.607201;
8279,-6.891896,19.57244,-3.0237172;
8280,10.038197,19.463476,1.56634;
8281,8.158588,15.704261,-2.5606253;
8282,-5.175732,10.800936,2.3699405;
8283,9.112013,2.7649305,2.7240696;
8284,0.23154591,-0.46309182,1.4573772;
8285,-4.372132,5.2165933,6.3607025;
8286,-3.759216,10.841797,-2.070293;
8287,5.6252036,11.536434,-3.405087;
8288,-6.891896,11.985906,2.4516625;
8289,4.6036777,2.152015,4.7535014;
8290,-6.428804,19.57244,4.7126403;
8291,-3.486809,0.7218784,0.5720546;
8292,-2.3426998,6.238119,8.689782;
8293,-1.1849703,15.6634,-4.5900574;
8294,13.6748295,19.15021,0.50395286;
8295,0.313268,8.689782,5.243834;
8296,9.384419,0.53119355,1.334794;
8297,-7.43671,19.57244,-4.862464;
8298,6.5922484,19.504337,1.3075534;
8299,11.372991,10.18802,4.4810944;
8300,1.8387469,-0.27240697,-5.134871;
8301,10.460427,19.15021,-1.0760075;
8302,-8.008764,11.495573,3.2961242;
8303,4.3312707,2.1792557,5.134871;
8304,-4.4810944,19.57244,5.012288;
8305,-6.0201936,-4.5900574,-0.61291564;
8306,2.3426998,10.841797,8.158588;
8307,5.325556,8.962189,-2.6423476;
8308,14.47843,13.824653,3.759216;
8309,6.0474343,5.829509,5.053149;
8310,1.1168685,15.745122,-3.718355;
8311,15.132206,15.785983,3.445948;
8312,-7.6273947,-9.084772,-10.228881;
8313,-2.4516625,15.704261,-3.2961242;
8314,14.015338,17.474907,2.4925237;
8315,4.4810944,7.504812,4.399372;
8316,9.302697,13.102775,-2.9147544;
8317,15.023244,16.208214,1.607201;
8318,-7.164303,-12.489859,-11.686258;
8319,-0.6946377,14.7916975,-7.014479;
8320,12.639683,19.272793,0.53119355;
8321,-0.53119355,8.539958,2.8330324;
8322,2.8738933,4.944186,3.255263;
8323,-5.597963,19.531578,-4.862464;
8324,12.217452,12.830367,4.440233;
8325,-5.284695,-7.8861814,-8.049625;
8326,1.4982382,13.102775,-3.0645783;
8327,14.941522,15.554437,3.2961242;
8328,5.8567495,5.9793324,4.4810944;
8329,5.5571017,14.437569,-3.5957718;
8330,13.947236,14.246883,-0.0;
8331,-7.5456724,-11.495573,-12.721405;
8332,-7.4639506,12.721405,-1.8387469;
8333,10.501288,18.578154,-0.53119355;
8334,0.61291564,7.5456724,4.4810944;
8335,8.158588,-1.2258313,2.7921712;
8336,-1.525479,13.484144,-3.336985;
8337,17.352324,16.3989,1.334794;
8338,-4.5628166,10.800936,4.1814466;
8339,9.384419,-0.040861044,1.4982382;
8340,-10.56939,19.57244,0.53119355;
8341,11.917805,19.231932,0.95342433;
8342,7.504812,13.184497,4.399372;
8343,4.440233,2.3426998,-5.243834;
8344,-5.012288,11.182305,5.47538;
8345,4.6036777,-0.19068487,4.1814466;
8346,1.7978859,10.991621,-1.1441092;
8347,13.525005,15.241169,2.7649305;
8348,2.5606253,14.628253,-3.1463003;
8349,16.3989,17.161638,-1.1849703;
8350,-7.7363577,14.246883,6.851035;
8351,2.7649305,-0.19068487,3.3778462;
8352,-6.469665,-7.4639506,-5.5162406;
8353,5.7477865,12.026767,3.7864566;
8354,2.7649305,7.8589406,-3.405087;
8355,-7.246025,12.871228,4.903325;
8356,9.915613,-1.4165162,0.3405087;
8357,2.3018389,17.965239,-4.2086873;
8358,-1.6480621,19.531578,3.8681788;
8359,-5.9793324,14.437569,-6.2789803;
8360,13.824653,19.109348,-0.9125633;
8361,-0.9125633,7.5865335,3.255263;
8362,-1.7570249,19.422615,-5.7477865;
8363,-1.1441092,19.531578,3.1463003;
8364,3.3778462,10.95076,11.073342;
8365,0.040861044,-2.6014864,-6.932757;
8366,-4.903325,11.495573,4.5219555;
8367,6.851035,1.7297841,2.3426998;
8368,4.8216033,17.352324,-4.5900574;
8369,-3.255263,19.57244,4.7943625;
8370,9.697687,14.246883,4.0588636;
8371,-0.0,10.991621,-4.3312707;
8372,16.698545,16.276316,1.3075534;
8373,-1.334794,6.0882955,3.255263;
8374,-8.430995,19.57244,-2.2609777;
8375,9.275456,18.537292,1.607201;
8376,-3.568531,-8.771504,-8.240311;
8377,-8.730643,7.3549876,-3.445948;
8378,7.668256,16.970953,-1.1441092;
8379,2.070293,7.9679036,2.9147544;
8380,5.053149,0.313268,3.214402;
8381,0.27240697,19.231932,-2.3426998;
8382,1.6889231,18.8097,3.1463003;
8383,4.8216033,10.760075,-1.6889231;
8384,-4.372132,16.630445,4.2904096;
8385,4.0588636,4.5628166,4.9850473;
8386,-10.691973,19.57244,1.2258313;
8387,8.921328,18.727978,1.1441092;
8388,4.099725,10.61025,4.8216033;
8389,5.053149,5.09401,-3.336985;
8390,-5.597963,12.912089,5.7477865;
8391,7.6954966,-0.040861044,1.1849703;
8392,-3.8681788,19.57244,-2.4516625;
8393,6.782933,18.496431,2.3699405;
8394,5.5162406,-0.53119355,-5.407278;
8395,0.84446156,12.408136,5.597963;
8396,8.921328,1.3075534,0.53119355;
8397,-5.202973,-10.882658,-9.956474;
8398,1.56634,11.304889,9.384419;
8399,1.4573772,2.4108016,-4.5628166;
8400,-3.8273177,11.495573,4.671779;
8401,10.147159,1.0760075,0.3405087;
8402,1.7297841,18.659876,-5.175732;
8403,-4.140586,19.57244,3.3778462;
8404,11.182305,11.536434,2.8738933;
8405,-3.9499009,6.8237944,-0.42223078;
8406,4.9850473,12.367276,-2.6014864;
8407,-7.7363577,11.536434,2.7921712;
8408,-5.5571017,19.57244,-4.671779;
8409,-4.7535014,-11.141444,-10.56939;
8410,4.903325,17.733692,-2.7513103;
8411,13.947236,19.041246,-1.525479;
8412,-6.701211,9.425281,3.255263;
8413,10.079058,0.92618364,-0.08172209;
8414,-1.0351465,18.46919,-4.671779;
8415,5.134871,19.463476,0.6946377;
8416,13.021052,13.484144,4.7535014;
8417,6.238119,6.238119,-3.405087;
8418,-7.1234417,9.234595,3.7864566;
8419,5.6660647,4.7943625,2.5333846;
8420,3.990762,12.9529505,-2.7240696;
8421,11.563675,18.278507,1.3075534;
8422,-4.9850473,-7.8180795,-8.580819;
8423,2.3699405,11.876944,-0.9125633;
8424,6.0201936,17.270601,-1.920469;
8425,-4.1814466,7.246025,3.0645783;
8426,0.88532263,3.9499009,4.372132;
8427,-4.5900574,19.531578,2.6014864;
8428,-5.6660647,-3.1054392,-0.53119355;
8429,0.08172209,12.14935,12.980191;
8430,12.489859,8.349273,0.313268;
8431,9.615966,19.272793,-0.29964766;
8432,-3.8273177,11.985906,4.6036777;
8433,4.671779,-0.3405087,3.173541;
8434,-8.049625,19.57244,0.38136974;
8435,13.143636,18.38747,3.2961242;
8436,7.43671,15.935807,9.765789;
8437,0.8036005,15.213928,-2.1383946;
8438,15.5135765,16.017529,1.2666923;
8439,3.2961242,3.336985,1.4573772;
8440,4.630918,0.88532263,3.255263;
8441,12.789507,15.636159,2.8738933;
8442,-1.6480621,7.504812,10.18802;
8443,7.8861814,12.830367,-3.255263;
8444,13.947236,14.628253,0.38136974;
8445,-3.568531,8.281172,3.445948;
8446,4.2495484,-0.6946377,0.7218784;
8447,3.5276701,19.19107,-3.405087;
8448,-3.8273177,18.155924,-0.38136974;
8449,6.6331096,13.593107,2.9147544;
8450,0.6537767,16.821129,6.4424243;
8451,-6.782933,-4.0588636,-7.9679036;
8452,-3.568531,3.2961242,2.3426998;
8453,4.4810944,9.575105,1.0760075;
8454,6.2108784,9.00305,0.10896278;
8455,3.7864566,13.293459,-0.08172209;
8456,-4.0180025,17.434046,-2.3018389;
8457,8.076866,7.9679036,-1.3075534;
8458,-0.19068487,-0.46309182,-1.8387469;
8459,4.862464,14.47843,9.765789;
8460,-0.84446156,11.563675,5.053149;
8461,0.46309182,6.3607025,-2.6832085;
8462,-0.7218784,7.504812,2.0294318;
8463,0.7218784,9.656827,1.6480621;
8464,4.2495484,8.771504,-1.525479;
8465,0.6537767,11.141444,0.23154591;
8466,-0.3405087,11.141444,-1.4573772;
8467,0.6537767,8.962189,0.08172209;
8468,1.0351465,8.008764,1.3075534;
8469,0.6537767,10.269742,1.6889231;
8470,0.61291564,9.00305,0.7218784;
8471,1.7570249,8.962189,1.6480621;
8472,2.3018389,9.343558,1.1168685;
8473,1.334794,9.275456,1.1849703;
8474,1.3075534,10.269742,1.0351465;
8475,1.3756552,9.152874,1.920469;
8476,1.6480621,8.539958,0.8036005;
8477,0.9942854,10.119919,0.7218784;
8478,1.4165162,10.732834,1.1441092;
8479,1.4165162,9.915613,0.27240697;
8480,0.61291564,10.119919,0.040861044;
8481,1.3756552,9.80665,-0.46309182;
8482,1.3756552,9.697687,-0.42223078;
8483,2.6423476,9.888372,-0.0;
8484,2.5606253,9.466142,-0.08172209;
8485,1.4573772,10.882658,-0.6537767;
8486,2.4108016,9.534244,-0.50395286;
8487,1.4573772,9.193735,-0.53119355;
